px,py,pz,vx,vy,vz,q1,q2,q3,q4,GPS_px,GPS_py,GPS_pz,IMU_vx,IMU_vy,IMU_vz
1.37509832,-0.825058992,0.550039328,0.362490168,-0.217494101,0.144996067,1,0,0,0,1.364980915,-0.906953695,0.624317721,0.350643582,-0.20963039,0.149455112
1.411347337,-0.846808402,0.564538935,0.358865266,-0.21531916,0.143546107,1,0,0,0,1.430779178,-0.787706962,0.439966223,0.360065656,-0.220997708,0.158978603
1.447233864,-0.868340318,0.578893545,0.355276614,-0.213165968,0.142110645,1,0,0,0,1.388633903,-0.758207798,0.686497757,0.355908953,-0.20462356,0.128588807
1.482761525,-0.889656915,0.59310461,0.351723847,-0.211034308,0.140689539,1,0,0,0,1.360336326,-1.009185313,0.614093493,0.363002724,-0.207910996,0.13038056
1.51793391,-0.910760346,0.607173564,0.348206609,-0.208923965,0.139282644,1,0,0,0,1.704064107,-0.897246098,0.386222315,0.34445601,-0.210235722,0.125704555
1.552754571,-0.931652742,0.621101828,0.344724543,-0.206834726,0.137889817,1,0,0,0,1.595472231,-0.799671586,0.548852093,0.340423948,-0.21512952,0.120858572
1.587227025,-0.952336215,0.63489081,0.341277298,-0.204766379,0.136510919,1,0,0,0,1.712159508,-0.759810041,0.789377242,0.339061652,-0.200364723,0.161397476
1.621354755,-0.972812853,0.648541902,0.337864525,-0.202718715,0.13514581,1,0,0,0,1.673144709,-0.967213488,0.822067474,0.322912006,-0.198087956,0.149676668
1.655141207,-0.993084724,0.662056483,0.334485879,-0.200691528,0.133794352,1,0,0,0,1.766934547,-1.092105166,0.672678162,0.352147482,-0.213172559,0.13416172
1.688589795,-1.013153877,0.675435918,0.33114102,-0.198684612,0.132456408,1,0,0,0,1.693636773,-0.934463269,0.81546257,0.336573265,-0.206457,0.130349172
1.721703897,-1.033022338,0.688681559,0.32782961,-0.196697766,0.131131844,1,0,0,0,1.784459086,-1.046257787,0.772843035,0.345031262,-0.221329521,0.151781464
1.754486858,-1.052692115,0.701794743,0.324551314,-0.194730789,0.129820526,1,0,0,0,1.721474455,-0.97449195,0.758888532,0.313890211,-0.192705154,0.128839161
1.78694199,-1.072165194,0.714776796,0.321305801,-0.192783481,0.12852232,1,0,0,0,1.912720729,-1.11957499,0.757061645,0.308247054,-0.200722997,0.147420569
1.81907257,-1.091443542,0.727629028,0.318092743,-0.190855646,0.127237097,1,0,0,0,1.768502274,-1.092080871,0.669734301,0.312049375,-0.187541474,0.142303474
1.850881844,-1.110529106,0.740352738,0.314911816,-0.188947089,0.125964726,1,0,0,0,2.027112424,-1.330084385,0.829326714,0.332775621,-0.179104812,0.129009172
1.882373026,-1.129423815,0.75294921,0.311762697,-0.187057618,0.124705079,1,0,0,0,2.067450374,-1.161380432,0.584003779,0.312080227,-0.200453488,0.126213295
1.913549295,-1.148129577,0.765419718,0.30864507,-0.185187042,0.123458028,1,0,0,0,2.002868344,-1.187459471,0.835627642,0.305234534,-0.197530733,0.139325194
1.944413802,-1.166648281,0.777765521,0.30555862,-0.183335172,0.122223448,1,0,0,0,1.996540027,-1.255122519,0.574018615,0.319362584,-0.182255811,0.115613762
1.974969664,-1.184981799,0.789987866,0.302503034,-0.18150182,0.121001213,1,0,0,0,2.055907786,-1.088587926,0.846079433,0.297472833,-0.184456324,0.108652181
2.005219968,-1.203131981,0.802087987,0.299478003,-0.179686802,0.119791201,1,0,0,0,2.098789077,-1.137883058,0.835637169,0.296963625,-0.177136493,0.124816968
2.035167768,-1.221100661,0.814067107,0.296483223,-0.177889934,0.118593289,1,0,0,0,1.802946915,-1.152140589,0.967589531,0.293464108,-0.173405849,0.114984492
2.06481609,-1.238889654,0.825926436,0.293518391,-0.176111035,0.117407356,1,0,0,0,2.10879433,-1.291060865,0.84196278,0.305818282,-0.164820975,0.129630145
2.094167929,-1.256500758,0.837667172,0.290583207,-0.174349924,0.116233283,1,0,0,0,2.239625355,-1.24164776,0.678470067,0.303126493,-0.184313781,0.119346811
2.12322625,-1.27393575,0.8492905,0.287677375,-0.172606425,0.11507095,1,0,0,0,1.925598951,-1.119294644,1.020113586,0.281849178,-0.180455231,0.123270055
2.151993988,-1.291196393,0.860797595,0.284800601,-0.170880361,0.11392024,1,0,0,0,1.970821682,-1.255862677,0.631967425,0.257644066,-0.171751492,0.118402824
2.180474048,-1.308284429,0.872189619,0.281952595,-0.169171557,0.112781038,1,0,0,0,2.116017601,-1.402085373,0.926467223,0.290406426,-0.176124985,0.111293183
2.208669307,-1.325201584,0.883467723,0.279133069,-0.167479842,0.111653228,1,0,0,0,2.137829664,-1.31889618,0.70499727,0.270198667,-0.150457936,0.109130122
2.236582614,-1.341949569,0.894633046,0.276341739,-0.165805043,0.110536695,1,0,0,0,2.047504673,-1.328140362,0.786989984,0.269127338,-0.154772626,0.095378965
2.264216788,-1.358530073,0.905686715,0.273578321,-0.164146993,0.109431328,1,0,0,0,2.305975603,-1.488611582,0.963220581,0.285848707,-0.152631835,0.120462078
2.29157462,-1.374944772,0.916629848,0.270842538,-0.162505523,0.108337015,1,0,0,0,2.410882761,-1.564069256,1.044033993,0.286100696,-0.166804276,0.11144122
2.318658874,-1.391195324,0.92746355,0.268134113,-0.160880468,0.107253645,1,0,0,0,2.294601028,-1.470689037,1.036249387,0.279312688,-0.156281392,0.105637567
2.345472285,-1.407283371,0.938188914,0.265452771,-0.159271663,0.106181109,1,0,0,0,2.37308798,-1.394022318,0.794544088,0.277754707,-0.151910497,0.107433465
2.372017562,-1.423210537,0.948807025,0.262798244,-0.157678946,0.105119298,1,0,0,0,2.343854583,-1.653035226,0.800988674,0.266741678,-0.151415275,0.107998726
2.398297387,-1.438978432,0.959318955,0.260170261,-0.156102157,0.104068105,1,0,0,0,2.424650427,-1.561382881,0.980310645,0.273426235,-0.164584132,0.081598987
2.424314413,-1.454588648,0.969725765,0.257568559,-0.154541135,0.103027423,1,0,0,0,2.334453606,-1.390991624,1.121818216,0.253671095,-0.145612904,0.093207407
2.450071269,-1.470042761,0.980028508,0.254992873,-0.152995724,0.101997149,1,0,0,0,2.540434992,-1.50906878,0.911574648,0.266203714,-0.132861336,0.092538068
2.475570556,-1.485342334,0.990228222,0.252442944,-0.151465767,0.100977178,1,0,0,0,2.604264716,-1.425881462,1.135278397,0.26016992,-0.151896864,0.079564256
2.500814851,-1.50048891,1.00032594,0.249918515,-0.149951109,0.099967406,1,0,0,0,2.470085132,-1.441032565,0.974844871,0.250775617,-0.148772938,0.119748068
2.525806702,-1.515484021,1.010322681,0.24741933,-0.148451598,0.098967732,1,0,0,0,2.383070859,-1.769192962,1.136373208,0.259958629,-0.139496247,0.07001757
2.550548635,-1.530329181,1.020219454,0.244945137,-0.146967082,0.097978055,1,0,0,0,2.654820693,-1.560595069,0.929159937,0.250444561,-0.143012838,0.104702051
2.575043149,-1.545025889,1.030017259,0.242495685,-0.145497411,0.096998274,1,0,0,0,2.493552448,-1.618337482,1.053354135,0.22887178,-0.137431168,0.090880737
2.599292717,-1.55957563,1.039717087,0.240070728,-0.144042437,0.096028291,1,0,0,0,2.498266076,-1.449326456,0.913726693,0.223673109,-0.12224254,0.082550832
2.62329979,-1.573979874,1.049319916,0.237670021,-0.142602013,0.095068008,1,0,0,0,2.757130355,-1.630253176,1.154552271,0.239600737,-0.124130511,0.09310816
2.647066792,-1.588240075,1.058826717,0.235293321,-0.141175992,0.094117328,1,0,0,0,2.630630575,-1.673707328,0.961967938,0.22968706,-0.145979237,0.096049571
2.670596124,-1.602357674,1.06823845,0.232940388,-0.139764233,0.093176155,1,0,0,0,2.653884015,-1.438993462,1.14000941,0.233588723,-0.137609872,0.109580251
2.693890163,-1.616334098,1.077556065,0.230610984,-0.13836659,0.092244393,1,0,0,0,2.603932566,-1.679630524,1.061831614,0.236169356,-0.150160144,0.101056889
2.716951261,-1.630170757,1.086780505,0.228304874,-0.136982924,0.09132195,1,0,0,0,2.688416852,-1.673235799,1.118772665,0.230682501,-0.139633691,0.072888226
2.739781749,-1.643869049,1.095912699,0.226021825,-0.135613095,0.09040873,1,0,0,0,2.70724342,-1.612430821,0.989658535,0.232229411,-0.11026751,0.081348798
2.762383931,-1.657430359,1.104953572,0.223761607,-0.134256964,0.089504643,1,0,0,0,2.64113349,-1.674573578,1.024742927,0.227989293,-0.142372799,0.100529894
2.784760092,-1.670856055,1.113904037,0.221523991,-0.132914394,0.088609596,1,0,0,0,2.662564986,-1.659393676,1.044191486,0.217424162,-0.131752826,0.100836724
2.806912491,-1.684147495,1.122764996,0.219308751,-0.131585251,0.0877235,1,0,0,0,2.846433992,-1.824585951,1.027960222,0.221788667,-0.143397324,0.06925503
2.828843366,-1.69730602,1.131537346,0.217115663,-0.130269398,0.086846265,1,0,0,0,2.853678406,-1.800711386,1.327189309,0.213490058,-0.120397695,0.0953548
2.850554932,-1.710332959,1.140221973,0.214944507,-0.128966704,0.085977803,1,0,0,0,2.940640042,-1.871337009,1.192342789,0.216066775,-0.122740437,0.089692392
2.872049383,-1.72322963,1.148819753,0.212795062,-0.127677037,0.085118025,1,0,0,0,2.828584678,-1.855295535,1.126221779,0.198725956,-0.143291851,0.117555983
2.893328889,-1.735997334,1.157331556,0.210667111,-0.126400267,0.084266844,1,0,0,0,2.767298145,-1.718193893,1.147866944,0.206801839,-0.144223043,0.074594945
2.9143956,-1.74863736,1.16575824,0.20856044,-0.125136264,0.083424176,1,0,0,0,2.891875847,-1.707147095,1.074583072,0.193566066,-0.12381251,0.08650087
2.935251644,-1.761150987,1.174100658,0.206474836,-0.123884901,0.082589934,1,0,0,0,2.985364429,-1.753852837,1.316732121,0.204281282,-0.0994762,0.075950548
2.955899128,-1.773539477,1.182359651,0.204410087,-0.122646052,0.081764035,1,0,0,0,2.90354063,-1.732488405,1.150967908,0.203164985,-0.112925846,0.082756001
2.976340137,-1.785804082,1.190536055,0.202365986,-0.121419592,0.080946395,1,0,0,0,3.02469495,-1.857707424,1.135277986,0.191822059,-0.100707115,0.0714143
2.996576735,-1.797946041,1.198630694,0.200342326,-0.120205396,0.080136931,1,0,0,0,2.922958811,-1.812127679,1.145579087,0.205179345,-0.10949351,0.102024473
3.016610968,-1.809966581,1.206644387,0.198338903,-0.119003342,0.079335561,1,0,0,0,2.995861792,-1.893827082,1.101992759,0.208460389,-0.123760117,0.074218148
3.036444858,-1.821866915,1.214577943,0.196355514,-0.117813309,0.078542206,1,0,0,0,3.203052679,-1.812735411,1.23548436,0.202317475,-0.11042582,0.069743409
3.05608041,-1.833648246,1.222432164,0.194391959,-0.116635175,0.077756784,1,0,0,0,3.125296173,-1.567243695,1.129495449,0.208893422,-0.123580563,0.085296066
3.075519606,-1.845311763,1.230207842,0.192448039,-0.115468824,0.076979216,1,0,0,0,3.069162517,-1.705998329,1.165666112,0.202895462,-0.104405497,0.080760673
3.094764409,-1.856858646,1.237905764,0.190523559,-0.114314135,0.076209424,1,0,0,0,3.21832781,-1.814491383,1.085723774,0.183071395,-0.115020363,0.075062941
3.113816765,-1.868290059,1.245526706,0.188618323,-0.113170994,0.075447329,1,0,0,0,3.078156355,-1.923683327,1.119838529,0.19060342,-0.108145036,0.052623236
3.132678598,-1.879607159,1.253071439,0.18673214,-0.112039284,0.074692856,1,0,0,0,3.004850975,-1.896925608,1.139816922,0.179338194,-0.119369597,0.066279559
3.151351812,-1.890811087,1.260540725,0.184864819,-0.110918891,0.073945928,1,0,0,0,3.092614385,-1.971566208,1.302448887,0.186417417,-0.111197355,0.066906975
3.169838294,-1.901902976,1.267935317,0.183016171,-0.109809702,0.073206468,1,0,0,0,3.073975691,-1.925611966,1.18140707,0.168107329,-0.123454756,0.075322156
3.188139911,-1.912883946,1.275255964,0.181186009,-0.108711605,0.072474404,1,0,0,0,3.254295569,-1.722753564,1.190171163,0.183471982,-0.109750797,0.082438949
3.206258512,-1.923755107,1.282503405,0.179374149,-0.107624489,0.07174966,1,0,0,0,3.283754183,-1.8976255,1.395294806,0.179960992,-0.100411599,0.05866563
3.224195926,-1.934517556,1.289678371,0.177580407,-0.106548244,0.071032163,1,0,0,0,3.172749867,-1.925178656,1.290911991,0.181087824,-0.095580342,0.055549634
3.241953967,-1.94517238,1.296781587,0.175804603,-0.105482762,0.070321841,1,0,0,0,3.258796878,-2.011603923,1.486383529,0.167724466,-0.099098269,0.068123341
3.259534428,-1.955720657,1.303813771,0.174046557,-0.104427934,0.069618623,1,0,0,0,3.306962319,-1.701437095,1.261833903,0.177823825,-0.104626583,0.063431409
3.276939083,-1.96616345,1.310775633,0.172306092,-0.103383655,0.068922437,1,0,0,0,3.129503082,-1.923495391,1.257535643,0.162013813,-0.115820142,0.063657373
3.294169692,-1.976501815,1.317667877,0.170583031,-0.102349818,0.068233212,1,0,0,0,3.505243662,-2.037032013,1.273052123,0.168463873,-0.10424942,0.071682838
3.311227996,-1.986736797,1.324491198,0.1688772,-0.10132632,0.06755088,1,0,0,0,3.262440418,-1.999717794,1.229599362,0.171732852,-0.117383925,0.054232551
3.328115716,-1.996869429,1.331246286,0.167188428,-0.100313057,0.066875371,1,0,0,0,3.32541112,-2.107870443,1.361388266,0.160919663,-0.118424592,0.057933985
3.344834558,-2.006900735,1.337933823,0.165516544,-0.099309926,0.066206618,1,0,0,0,3.343601154,-2.036734408,1.402089586,0.158213886,-0.087772024,0.079928235
3.361386213,-2.016831728,1.344554485,0.163861379,-0.098316827,0.065544551,1,0,0,0,3.422143415,-2.139904579,1.432159376,0.160329233,-0.08573232,0.07481168
3.377772351,-2.02666341,1.35110894,0.162222765,-0.097333659,0.064889106,1,0,0,0,3.546091295,-2.000096285,1.369585229,0.164823149,-0.092515973,0.075497183
3.393994627,-2.036396776,1.357597851,0.160600537,-0.096360322,0.064240215,1,0,0,0,3.577448732,-2.021817973,1.487288823,0.184116137,-0.090853128,0.063409861
3.410054681,-2.046032809,1.364021872,0.158994532,-0.095396719,0.063597813,1,0,0,0,3.346971229,-1.978092976,1.436132698,0.153299497,-0.090851719,0.05036361
3.425954134,-2.05557248,1.370381654,0.157404587,-0.094442752,0.062961835,1,0,0,0,3.546766339,-2.073641044,1.348436398,0.176083625,-0.094344146,0.062198498
3.441694593,-2.065016756,1.376677837,0.155830541,-0.093498324,0.062332216,1,0,0,0,3.203814233,-2.003476376,1.356737079,0.178753625,-0.113722232,0.067407125
3.457277647,-2.074366588,1.382911059,0.154272235,-0.092563341,0.061708894,1,0,0,0,3.426892013,-2.224903335,1.22462643,0.145693701,-0.094966192,0.072932185
3.47270487,-2.083622922,1.389081948,0.152729513,-0.091637708,0.061091805,1,0,0,0,3.576711984,-2.101065844,1.248576589,0.154502892,-0.075207014,0.072919814
3.487977822,-2.092786693,1.395191129,0.151202218,-0.090721331,0.060480887,1,0,0,0,3.542895058,-2.263771613,1.168103838,0.14435271,-0.087169591,0.073667262
3.503098043,-2.101858826,1.401239217,0.149690196,-0.089814117,0.059876078,1,0,0,0,3.521713585,-2.037885504,1.49909947,0.142429011,-0.077916091,0.062627363
3.518067063,-2.110840238,1.407226825,0.148193294,-0.088915976,0.059277317,1,0,0,0,3.640238188,-2.012157448,1.314503433,0.17034717,-0.081766428,0.057687748
3.532886392,-2.119731835,1.413154557,0.146711361,-0.088026816,0.058684544,1,0,0,0,3.52640116,-2.281535125,1.369255559,0.145677624,-0.082642777,0.048694382
3.547557528,-2.128534517,1.419023011,0.145244247,-0.087146548,0.058097699,1,0,0,0,3.646891676,-2.041958312,1.414295423,0.132945521,-0.078515918,0.044234997
3.562081953,-2.137249172,1.424832781,0.143791805,-0.086275083,0.057516722,1,0,0,0,3.499244035,-2.190714155,1.254432245,0.16697946,-0.067259799,0.057738961
3.576461134,-2.14587668,1.430584453,0.142353887,-0.085412332,0.056941555,1,0,0,0,3.580950165,-2.193365745,1.4557554,0.120810293,-0.083813359,0.069120528
3.590696522,-2.154417913,1.436278609,0.140930348,-0.084558209,0.056372139,1,0,0,0,3.783917714,-2.045376532,1.484008879,0.139253226,-0.077935215,0.063104535
3.604789557,-2.162873734,1.441915823,0.139521044,-0.083712627,0.055808418,1,0,0,0,3.734951386,-2.165101755,1.526978785,0.135639115,-0.073428902,0.046900882
3.618741662,-2.171244997,1.447496665,0.138125834,-0.0828755,0.055250334,1,0,0,0,3.467601486,-2.195991313,1.545302129,0.144393074,-0.095457645,0.05393208
3.632554245,-2.179532547,1.453021698,0.136744576,-0.082046745,0.05469783,1,0,0,0,3.771423982,-2.298257582,1.407670476,0.136399211,-0.076200354,0.037720468
3.646228702,-2.187737221,1.458491481,0.13537713,-0.081226278,0.054150852,1,0,0,0,3.650007254,-2.166010023,1.302449274,0.125058736,-0.08984445,0.069165659
3.659766415,-2.195859849,1.463906566,0.134023358,-0.080414015,0.053609343,1,0,0,0,3.609108406,-2.030371715,1.417565839,0.14409557,-0.064965451,0.034537371
3.673168751,-2.203901251,1.469267501,0.132683125,-0.079609875,0.05307325,1,0,0,0,3.920946074,-2.286113594,1.41911404,0.127952031,-0.067277272,0.076844552
3.686437064,-2.211862238,1.474574825,0.131356294,-0.078813776,0.052542517,1,0,0,0,3.765934242,-2.205485737,1.497563435,0.134045108,-0.087296948,0.063714275
3.699572693,-2.219743616,1.479829077,0.130042731,-0.078025638,0.052017092,1,0,0,0,3.819395497,-2.226375518,1.393386774,0.131274656,-0.063475526,0.047429887
3.712576966,-2.22754618,1.485030786,0.128742303,-0.077245382,0.051496921,1,0,0,0,3.759559985,-2.070945359,1.499991803,0.110189323,-0.096358204,0.052449836
3.725451197,-2.235270718,1.490180479,0.12745488,-0.076472928,0.050981952,1,0,0,0,3.797383681,-2.232220437,1.46701342,0.139225566,-0.08102946,0.032221898
3.738196685,-2.242918011,1.495278674,0.126180332,-0.075708199,0.050472133,1,0,0,0,3.697460631,-2.311516627,1.500777425,0.128726069,-0.065907133,0.055015098
3.750814718,-2.250488831,1.500325887,0.124918528,-0.074951117,0.049967411,1,0,0,0,3.827803379,-2.458417465,1.50581452,0.101460566,-0.078280824,0.059155397
3.763306571,-2.257983942,1.505322628,0.123669343,-0.074201606,0.049467737,1,0,0,0,3.70948456,-2.209717795,1.562843126,0.12584254,-0.08579205,0.048338925
3.775673505,-2.265404103,1.510269402,0.12243265,-0.07345959,0.04897306,1,0,0,0,3.916686366,-2.188447194,1.45090122,0.119121779,-0.070290798,0.038661419
3.78791677,-2.272750062,1.515166708,0.121208323,-0.072724994,0.048483329,1,0,0,0,3.661744252,-2.257886042,1.547944768,0.110333573,-0.058301082,0.04881395
3.800037602,-2.280022561,1.520015041,0.11999624,-0.071997744,0.047998496,1,0,0,0,3.828044632,-2.207742562,1.490152111,0.123563468,-0.061821733,0.04802187
3.812037226,-2.287222336,1.52481489,0.118796277,-0.071277766,0.047518511,1,0,0,0,3.543591776,-2.147849177,1.543624261,0.106738989,-0.05381552,0.052761681
3.823916854,-2.294350112,1.529566742,0.117608315,-0.070564989,0.047043326,1,0,0,0,3.777803951,-2.336883156,1.468029812,0.113258562,-0.075815225,0.050750344
3.835677685,-2.301406611,1.534271074,0.116432231,-0.069859339,0.046572893,1,0,0,0,3.705830127,-2.278065511,1.395312651,0.118002965,-0.066905923,0.049436513
3.847320908,-2.308392545,1.538928363,0.115267909,-0.069160745,0.046107164,1,0,0,0,3.927354537,-2.406319156,1.571512452,0.103738052,-0.085729607,0.054384875
3.858847699,-2.31530862,1.54353908,0.11411523,-0.068469138,0.045646092,1,0,0,0,3.730184546,-2.138848909,1.603238752,0.118574622,-0.072835138,0.036131158
3.870259222,-2.322155533,1.548103689,0.112974078,-0.067784447,0.045189631,1,0,0,0,3.964855174,-2.479507827,1.546798141,0.124269005,-0.077588309,0.03554195
3.88155663,-2.328933978,1.552622652,0.111844337,-0.067106602,0.044737735,1,0,0,0,3.933743792,-2.238368891,1.582045885,0.116869007,-0.049888699,0.035540914
3.892741064,-2.335644638,1.557096426,0.110725894,-0.066435536,0.044290357,1,0,0,0,3.951045949,-2.341592558,1.693710746,0.11003079,-0.07186475,0.056378785
3.903813653,-2.342288192,1.561525461,0.109618635,-0.065771181,0.043847454,1,0,0,0,3.940805407,-2.361746631,1.502258894,0.109833257,-0.062296824,0.052113193
3.914775517,-2.34886531,1.565910207,0.108522448,-0.065113469,0.043408979,1,0,0,0,3.964413423,-2.374451097,1.490564437,0.105263534,-0.092705798,0.046227805
3.925627761,-2.355376657,1.570251105,0.107437224,-0.064462334,0.04297489,1,0,0,0,3.802112958,-2.406499529,1.579957924,0.088163515,-0.063513215,0.037983865
3.936371484,-2.36182289,1.574548594,0.106362852,-0.063817711,0.042545141,1,0,0,0,3.824378064,-2.214990078,1.458528541,0.101991367,-0.068760477,0.055194434
3.947007769,-2.368204661,1.578803108,0.105299223,-0.063179534,0.042119689,1,0,0,0,3.848533525,-2.284955426,1.696696373,0.129803419,-0.063189991,0.037393056
3.957537691,-2.374522615,1.583015077,0.104246231,-0.062547739,0.041698492,1,0,0,0,3.75129065,-2.450099971,1.594142676,0.109002993,-0.073748381,0.048795887
3.967962314,-2.380777389,1.587184926,0.103203769,-0.061922261,0.041281507,1,0,0,0,4.10461615,-2.320054681,1.721462867,0.115345604,-0.062312751,0.033540253
3.978282691,-2.386969615,1.591313077,0.102171731,-0.061303039,0.040868692,1,0,0,0,3.827930352,-2.318755633,1.478899601,0.107190832,-0.065563793,0.024690906
3.988499864,-2.393099919,1.595399946,0.101150014,-0.060690008,0.040460005,1,0,0,0,4.038352973,-2.434924421,1.479699722,0.088342192,-0.068038456,0.042712319
3.998614866,-2.399168919,1.599445946,0.100138513,-0.060083108,0.040055405,1,0,0,0,3.798809708,-2.411902636,1.587454234,0.10109011,-0.06393306,0.04255196
4.008628717,-2.40517723,1.603451487,0.099137128,-0.059482277,0.039654851,1,0,0,0,3.968311985,-2.619428648,1.580180185,0.080918943,-0.055961092,0.048675649
4.01854243,-2.411125458,1.607416972,0.098145757,-0.058887454,0.039258303,1,0,0,0,3.802186028,-2.342365212,1.637213804,0.096058626,-0.065898269,0.037101051
4.028357006,-2.417014203,1.611342802,0.097164299,-0.05829858,0.03886572,1,0,0,0,3.972544859,-2.429483368,1.743421971,0.100733142,-0.039429968,0.036080621
4.038073436,-2.422844061,1.615229374,0.096192656,-0.057715594,0.038477063,1,0,0,0,4.017978981,-2.38938343,1.732085496,0.091457215,-0.057360106,0.049648997
